ts,temp_c,precip_mm,consumer_confidence,cpi,unemployment_rate,usd_index,retail_sales_index
1766014531700,17.39,7.55,95.64,297.71,4.28,100.67,114.90
1766018131700,16.37,6.95,94.57,297.52,4.28,101.70,115.03
1766021731700,16.82,6.50,94.23,297.44,4.44,100.53,113.68
1766025331700,16.86,2.22,95.34,297.79,4.40,101.39,114.02
1766028931700,16.27,2.96,95.28,297.58,4.38,100.54,114.53
1766032531700,16.47,5.70,95.90,298.14,4.35,101.34,115.05
1766036131700,16.26,5.38,95.72,297.50,4.30,101.44,114.03
1766039731700,17.58,2.79,94.80,297.80,4.32,100.92,113.95
1766043331700,17.30,5.12,94.56,297.62,4.36,101.51,114.12
1766046931700,17.11,6.70,95.64,297.75,4.46,101.19,114.77
1766050531700,16.25,2.54,94.43,297.66,4.29,101.37,114.45
1766054131700,15.61,7.05,94.14,297.76,4.44,101.02,114.52
1766057731700,15.60,5.64,94.13,298.04,4.39,101.20,113.96
1766061331700,15.83,2.15,96.04,297.67,4.43,100.81,114.92
1766064931700,17.13,7.51,95.35,298.12,4.38,101.19,115.07
1766068531700,16.75,5.70,94.21,297.89,4.32,100.66,113.74
1766072131700,16.34,3.56,95.41,298.05,4.42,100.65,114.32
1766075731700,16.64,3.02,95.85,297.78,4.41,100.65,114.06
1766079331700,16.17,7.72,95.22,297.43,4.45,101.81,115.07
1766082931700,17.24,7.58,95.24,297.91,4.30,101.40,114.76
1766086531700,16.80,6.21,95.99,297.85,4.47,101.21,115.36
1766090131700,16.46,6.18,96.36,297.99,4.41,101.14,114.42
1766093731700,16.85,6.74,95.58,298.05,4.43,100.92,114.46
1766097331700,17.11,8.17,94.81,298.17,4.33,101.66,114.50
1766100931700,16.48,7.95,94.72,297.52,4.29,101.71,115.05
1766104531700,17.59,5.90,95.63,297.43,4.29,100.92,114.88
1766108131700,17.23,7.06,95.59,297.69,4.44,101.89,114.96
1766111731700,17.19,7.64,95.78,297.85,4.44,100.83,114.27
1766115331700,15.87,3.29,95.29,297.44,4.45,100.95,114.53
1766118931700,15.90,5.77,96.27,298.20,4.46,101.72,114.97
1766122531700,17.25,3.96,94.81,297.55,4.27,101.64,114.96
1766126131700,16.77,7.30,95.15,297.44,4.39,101.48,114.41
1766129731700,15.96,8.29,95.40,298.21,4.46,100.86,114.56
1766133331700,17.41,8.75,96.04,298.06,4.36,100.94,114.56
1766136931700,17.60,3.05,95.29,297.87,4.39,101.48,115.08
1766140531700,17.55,3.69,95.86,297.42,4.32,101.10,114.81
1766144131700,16.58,4.52,94.48,298.15,4.29,101.08,114.23
1766147731700,15.89,3.59,95.44,297.65,4.33,101.53,115.19
1766151331700,17.00,6.77,95.11,297.90,4.45,101.65,114.35
1766154931700,15.90,6.09,95.96,298.12,4.44,100.95,115.38
1766158531700,16.86,8.89,95.82,298.05,4.32,100.99,113.94
1766162131700,17.06,8.25,94.68,297.53,4.37,101.66,114.83
1766165731700,16.44,6.35,96.46,298.19,4.43,101.08,115.53
1766169331700,17.07,7.51,95.25,297.73,4.39,101.68,115.05
1766172931700,17.23,8.98,96.06,298.07,4.35,101.34,115.53
1766176531700,15.96,5.43,95.25,298.03,4.34,101.04,114.77
1766180131700,17.00,4.10,96.34,298.24,4.30,101.21,114.71
1766183731700,17.62,9.01,95.08,298.06,4.33,101.89,114.81
1766187331700,17.18,5.98,95.88,297.87,4.45,101.23,114.77
1766190931700,17.48,8.78,95.88,297.67,4.32,101.74,114.82
1766194531700,17.69,7.17,96.65,297.60,4.34,101.48,114.22
1766198131700,17.77,5.90,96.06,297.84,4.32,102.15,114.46
1766201731700,16.31,6.48,95.10,298.24,4.28,101.73,115.33
1766205331700,16.26,8.28,95.80,298.21,4.32,101.35,114.25
1766208931700,16.43,7.62,95.76,297.60,4.44,101.09,114.28
1766212531700,15.95,6.46,96.66,297.60,4.42,101.10,114.59
1766216131700,17.06,4.88,95.19,297.94,4.46,101.62,115.60
1766219731700,16.90,9.06,96.72,297.55,4.37,101.78,114.71
1766223331700,17.52,8.40,95.89,297.53,4.34,101.62,115.23
1766226931700,16.95,7.03,95.23,297.62,4.29,101.43,114.55
1766230531700,16.25,8.71,96.75,297.79,4.39,101.16,114.90
1766234131700,17.77,7.69,95.11,298.18,4.43,101.61,114.25
1766237731700,17.50,5.18,95.09,297.64,4.47,102.09,114.60
1766241331700,16.75,6.58,96.52,297.75,4.30,101.51,115.23
1766244931700,16.22,5.60,95.51,297.65,4.34,101.20,115.29
1766248531700,17.42,3.68,95.61,298.17,4.39,101.76,114.42
1766252131700,16.02,3.58,96.90,298.32,4.37,101.91,115.65
1766255731700,16.41,7.75,95.37,297.65,4.33,102.39,115.33
1766259331700,16.81,5.43,96.83,298.07,4.46,101.54,114.66
1766262931700,17.83,6.60,95.22,298.34,4.49,101.25,115.39
1766266531700,16.74,3.43,96.66,297.98,4.48,101.28,115.20
1766270131700,17.66,4.05,96.97,298.24,4.49,101.98,115.31
1766273731700,16.60,3.54,96.84,297.80,4.47,101.83,114.52
1766277331700,16.96,5.14,95.97,297.84,4.38,102.38,114.99
1766280931700,16.65,4.89,96.05,297.90,4.49,101.58,114.78
1766284531700,16.08,4.60,96.56,297.67,4.41,102.27,114.64
1766288131700,17.10,3.87,96.56,297.84,4.31,101.81,114.49
1766291731700,16.24,8.14,95.40,298.02,4.46,101.94,115.24
1766295331700,16.18,6.07,96.38,298.18,4.39,101.77,115.01
1766298931700,17.79,7.34,96.23,298.32,4.48,101.54,114.99
1766302531700,17.48,7.74,95.92,297.57,4.42,101.81,115.89
1766306131700,16.96,8.26,95.46,297.93,4.35,101.24,115.55
1766309731700,16.71,8.71,96.39,297.87,4.42,101.32,115.83
1766313331700,17.69,4.28,95.82,298.02,4.44,101.42,115.48
1766316931700,16.83,7.44,96.62,297.62,4.44,101.63,114.89
1766320531700,17.23,7.33,95.56,297.69,4.41,101.80,115.33
1766324131700,16.66,7.53,96.11,297.82,4.32,101.80,115.52
1766327731700,16.52,8.43,96.04,297.70,4.46,101.98,114.78
1766331331700,17.07,8.49,96.73,298.08,4.36,102.20,115.67
1766334931700,16.78,3.16,96.31,297.74,4.41,101.58,115.58
1766338531700,16.76,6.21,96.44,297.73,4.42,102.23,115.90
1766342131700,16.62,4.98,96.44,297.65,4.35,102.52,115.81
1766345731700,16.43,4.11,95.74,298.03,4.42,102.39,114.75
1766349331700,16.79,6.24,97.30,297.84,4.41,101.49,115.92
1766352931700,16.63,4.56,96.52,297.89,4.35,101.87,115.94
1766356531700,17.74,7.02,96.42,298.02,4.34,101.78,115.68
1766360131700,16.38,1.92,95.65,297.92,4.43,102.21,116.12
1766363731700,16.13,2.91,97.39,298.27,4.32,101.73,116.11
1766367331700,16.66,7.41,96.01,297.62,4.35,101.82,116.12
1766370931700,17.83,6.55,96.76,298.11,4.31,101.96,115.22
1766374531700,17.91,6.46,96.13,298.13,4.32,101.99,116.19
1766378131700,16.55,6.74,96.22,298.18,4.42,102.25,115.91
1766381731700,17.30,4.17,97.17,298.34,4.48,101.72,115.90
1766385331700,16.18,1.80,96.05,298.35,4.31,102.20,115.36
1766388931700,17.83,1.82,96.35,298.41,4.42,102.43,115.42
1766392531700,16.52,6.49,97.02,297.95,4.47,101.68,114.99
1766396131700,17.54,2.13,97.16,297.70,4.50,102.33,115.18
1766399731700,17.97,7.12,96.90,297.83,4.31,101.77,115.24
1766403331700,17.06,5.44,97.13,297.71,4.48,102.38,115.13
1766406931700,16.36,5.44,95.67,298.03,4.33,102.25,114.93
1766410531700,17.40,5.28,96.13,298.17,4.37,102.09,114.86
1766414131700,17.87,7.53,97.09,298.39,4.42,101.80,115.63
1766417731700,17.08,2.77,96.15,298.10,4.42,102.01,115.34
1766421331700,17.94,5.46,96.95,297.62,4.37,101.96,115.25
1766424931700,16.51,1.51,96.66,297.74,4.45,102.60,115.80
1766428531700,16.54,0.94,96.67,298.38,4.37,102.70,116.19
1766432131700,16.61,2.52,96.34,297.70,4.42,101.60,116.26
1766435731700,17.76,4.31,96.66,298.09,4.50,101.62,115.67
1766439331700,17.81,6.58,96.10,298.00,4.34,102.18,115.10
1766442931700,17.63,5.42,97.60,297.99,4.33,101.96,116.39
1766446531700,17.86,2.01,97.06,298.48,4.45,102.37,115.31
1766450131700,17.69,6.53,97.67,297.78,4.37,101.86,115.67
1766453731700,17.32,5.24,96.26,297.89,4.37,102.11,115.42
1766457331700,16.38,1.33,97.30,297.70,4.49,101.61,115.19
1766460931700,18.11,2.46,96.61,297.71,4.34,102.40,115.19
1766464531700,17.77,2.49,97.07,298.13,4.37,101.97,115.86
1766468131700,17.60,3.35,97.13,298.47,4.40,102.22,116.33
1766471731700,18.00,2.29,96.30,298.35,4.44,102.48,115.44
1766475331700,17.27,5.38,96.69,297.95,4.49,102.64,116.23
1766478931700,16.55,4.62,97.74,298.32,4.49,102.61,115.83
1766482531700,16.42,3.75,97.79,297.88,4.42,102.63,115.10
1766486131700,17.91,6.07,97.40,298.12,4.50,102.44,115.59
1766489731700,17.97,5.07,97.60,298.22,4.52,102.63,116.21
1766493331700,17.66,3.85,97.31,298.17,4.39,102.71,115.29
1766496931700,17.69,2.46,97.66,297.91,4.40,101.72,115.73
1766500531700,17.15,4.90,96.04,298.11,4.49,101.80,115.89
1766504131700,16.35,6.27,97.20,297.86,4.47,101.62,115.15
1766507731700,16.36,0.77,97.33,297.83,4.35,102.50,116.07
1766511331700,18.24,3.27,96.21,297.90,4.51,101.86,116.55
1766514931700,17.20,3.73,96.21,298.34,4.41,101.74,115.33
1766518531700,18.26,2.73,98.14,298.36,4.47,102.68,116.19
1766522131700,17.07,2.57,96.52,298.50,4.51,102.39,115.40
1766525731700,17.60,6.61,97.51,298.53,4.40,102.83,115.67
1766529331700,17.43,2.01,97.94,298.49,4.53,101.85,115.70
1766532931700,17.84,3.55,97.70,297.88,4.49,102.31,116.66
1766536531700,17.37,5.00,97.95,298.19,4.46,102.59,116.26
1766540131700,17.26,5.48,96.71,298.29,4.50,102.02,116.21
1766543731700,17.21,1.38,96.42,298.22,4.49,102.02,115.57
1766547331700,17.24,4.89,96.18,298.16,4.51,101.92,115.85
1766550931700,16.61,5.33,96.30,298.44,4.47,102.22,116.47
1766554531700,18.21,1.12,97.21,298.15,4.37,102.78,115.91
1766558131700,17.24,0.73,98.12,297.99,4.38,102.90,116.58
1766561731700,17.76,6.06,97.83,298.24,4.41,102.79,116.56
1766565331700,16.72,5.75,96.69,298.30,4.40,102.14,115.88
1766568931700,18.23,5.44,97.52,298.10,4.49,102.69,115.36
1766572531700,16.82,4.68,96.49,298.49,4.45,102.00,116.18
1766576131700,17.07,3.52,97.86,297.80,4.33,102.54,116.26
1766579731700,17.43,2.58,97.09,297.91,4.51,102.71,116.25
1766583331700,17.58,0.84,97.71,298.40,4.44,101.96,116.59
1766586931700,16.51,4.19,98.16,298.11,4.35,102.81,115.32
1766590531700,18.08,3.17,97.45,297.94,4.38,102.44,116.18
1766594131700,16.40,6.02,96.19,298.07,4.50,102.89,116.59
1766597731700,17.09,1.72,97.51,298.61,4.37,102.19,116.56
1766601331700,16.54,4.41,97.83,298.29,4.44,102.56,115.92
1766604931700,18.22,6.68,98.11,297.90,4.51,102.51,115.57
1766608531700,18.15,3.60,97.13,298.26,4.51,102.74,116.14
1766612131700,16.78,7.16,96.81,298.43,4.45,102.43,116.62
1766615731700,17.49,6.01,96.56,298.40,4.53,101.92,116.60
1766619331700,17.12,2.41,97.03,297.99,4.49,102.99,116.22
1766622931700,17.31,7.65,96.65,298.13,4.52,101.96,115.64
1766626531700,17.95,1.71,96.88,298.07,4.48,102.07,115.51
1766630131700,16.70,2.09,97.55,298.25,4.48,102.04,116.40
1766633731700,18.08,7.56,97.53,298.10,4.35,102.47,116.80
1766637331700,17.17,2.53,97.75,298.16,4.54,102.50,116.83
1766640931700,17.61,4.58,97.06,298.04,4.49,102.75,115.77
1766644531700,16.99,5.02,96.58,298.20,4.40,102.41,116.78
1766648131700,17.40,1.83,97.11,298.26,4.39,102.79,115.87
1766651731700,16.90,6.37,98.43,298.52,4.39,102.85,115.93
1766655331700,18.39,5.21,98.34,298.54,4.50,102.60,115.85
1766658931700,17.82,4.56,97.51,298.50,4.42,102.52,115.69
1766662531700,17.52,3.18,96.87,298.22,4.47,102.01,115.72
1766666131700,17.42,3.78,97.04,298.46,4.37,102.18,116.37
1766669731700,17.93,3.26,98.23,298.44,4.35,102.24,116.14
1766673331700,16.64,4.87,97.98,297.90,4.40,102.26,116.20
1766676931700,16.84,1.69,98.07,297.82,4.51,102.82,116.30
1766680531700,16.58,4.15,96.58,298.48,4.50,102.56,116.70
1766684131700,16.63,3.59,98.31,297.97,4.47,102.97,115.89
1766687731700,17.39,5.31,98.17,298.28,4.45,102.82,116.87
1766691331700,17.57,4.54,97.41,298.27,4.40,102.32,116.59
1766694931700,17.35,7.90,98.54,297.94,4.54,102.12,115.63
1766698531700,17.71,6.51,96.95,298.08,4.45,103.04,116.52
1766702131700,17.45,5.24,98.31,298.56,4.50,102.79,116.09
1766705731700,16.79,5.94,97.25,298.49,4.51,102.90,116.25
1766709331700,17.16,6.85,98.41,298.61,4.50,102.18,117.04
1766712931700,16.70,8.91,97.70,298.02,4.40,103.06,116.41
1766716531700,18.29,5.04,97.68,298.13,4.38,102.88,116.17
1766720131700,17.85,5.57,98.45,298.52,4.50,102.75,116.50
1766723731700,18.38,7.13,97.49,298.42,4.46,103.10,116.77
1766727331700,17.51,6.49,98.63,298.29,4.35,102.29,116.46
1766730931700,17.33,3.90,97.30,298.63,4.46,102.45,116.86
1766734531700,16.94,5.94,97.27,298.17,4.36,102.18,116.11
1766738131700,17.45,4.46,96.82,298.25,4.55,102.28,115.86
1766741731700,16.83,4.27,97.03,298.66,4.47,102.55,116.73
1766745331700,17.46,3.80,97.66,298.57,4.38,102.48,115.83
1766748931700,17.37,7.83,97.58,298.29,4.54,102.33,116.72
1766752531700,17.91,8.06,97.11,298.39,4.40,102.74,116.49
1766756131700,18.44,8.25,98.35,297.99,4.48,102.47,116.44
1766759731700,17.04,7.87,96.99,298.33,4.41,102.57,116.03
1766763331700,17.13,7.56,97.05,298.56,4.54,103.03,116.80
1766766931700,17.20,8.26,98.21,298.39,4.41,103.00,116.17
1766770531700,17.18,3.91,98.22,298.18,4.46,102.71,115.98
1766774131700,18.20,9.31,97.10,298.57,4.46,102.29,117.00
1766777731700,18.54,6.25,98.00,298.63,4.45,103.00,116.45
1766781331700,18.29,8.20,97.46,298.42,4.47,102.27,116.27
1766784931700,17.83,3.63,97.48,297.94,4.46,102.97,116.56
1766788531700,17.64,8.08,97.71,298.11,4.37,102.95,115.84
1766792131700,18.03,8.98,97.78,298.51,4.46,102.87,116.91
1766795731700,17.34,9.13,97.69,298.67,4.45,102.31,115.74
1766799331700,18.01,7.76,97.39,298.40,4.51,102.93,116.68
1766802931700,17.40,7.08,97.90,298.40,4.50,102.88,116.54
1766806531700,17.78,4.42,97.44,298.04,4.49,102.24,116.07
1766810131700,17.02,5.78,97.93,298.60,4.44,102.96,116.29
1766813731700,18.16,7.92,97.30,298.69,4.52,102.95,116.14
1766817331700,17.03,8.35,98.21,298.19,4.46,102.43,116.79
1766820931700,16.71,7.52,98.28,298.16,4.51,102.53,116.88
1766824531700,17.25,4.98,98.22,298.20,4.43,102.29,116.83
1766828131700,18.63,4.52,98.89,298.59,4.52,103.15,115.85
1766831731700,18.08,4.92,98.29,298.16,4.53,102.21,116.90
1766835331700,17.81,4.35,97.00,297.99,4.48,103.06,116.21
1766838931700,17.15,5.75,97.58,298.50,4.56,102.89,117.00
1766842531700,16.84,6.78,97.83,298.03,4.38,102.48,116.93
1766846131700,17.48,6.12,97.50,298.18,4.37,102.15,116.46
1766849731700,18.66,3.69,98.95,298.42,4.42,102.39,117.09
1766853331700,17.92,6.21,97.81,298.52,4.50,102.73,115.82
1766856931700,18.54,8.55,98.15,298.76,4.50,102.10,115.90
1766860531700,18.14,5.27,99.12,298.56,4.57,102.47,116.77
1766864131700,17.42,4.95,98.24,298.39,4.45,102.35,116.13
1766867731700,18.78,3.13,98.25,298.44,4.42,102.81,116.83
1766871331700,18.52,3.39,97.75,298.75,4.55,102.87,117.14
1766874931700,18.75,4.34,98.73,298.22,4.46,103.16,116.05
1766878531700,18.61,3.41,98.43,298.66,4.54,102.83,117.06
1766882131700,17.47,8.84,98.40,298.05,4.55,102.97,116.42
1766885731700,17.27,8.10,98.11,298.50,4.42,102.49,116.96
1766889331700,17.29,4.68,97.53,298.41,4.56,102.27,117.07
1766892931700,18.76,4.34,97.92,298.30,4.57,102.66,116.30
1766896531700,18.65,3.10,97.92,298.56,4.38,102.77,116.93
1766900131700,17.24,5.98,97.52,298.66,4.42,102.09,115.98
1766903731700,18.58,7.45,97.43,298.29,4.47,102.30,117.01
1766907331700,17.08,5.91,98.51,298.49,4.57,102.48,116.60
1766910931700,16.83,8.39,98.25,298.20,4.52,102.27,116.17
1766914531700,18.20,7.05,98.71,298.63,4.49,102.59,116.62
1766918131700,17.22,7.17,97.51,298.01,4.44,102.16,117.08
1766921731700,18.76,8.55,99.12,298.52,4.41,103.12,115.83
1766925331700,17.19,4.48,98.32,298.77,4.44,102.02,116.69
1766928931700,18.68,6.47,97.47,298.53,4.48,102.01,116.53
1766932531700,18.00,7.01,98.22,298.64,4.55,102.14,116.09
1766936131700,17.45,3.41,97.32,298.31,4.56,102.19,117.15
1766939731700,18.38,7.06,97.24,298.22,4.56,102.09,116.11
1766943331700,18.89,7.02,97.73,298.68,4.42,102.76,116.13
1766946931700,18.71,3.16,98.34,298.28,4.42,103.09,116.27
1766950531700,17.00,2.62,98.87,298.21,4.40,102.26,116.50
1766954131700,17.02,6.22,98.43,298.17,4.58,103.16,116.59
1766957731700,18.37,2.07,98.22,298.56,4.52,102.62,117.13
1766961331700,18.09,1.69,97.69,298.51,4.56,102.04,116.75
1766964931700,17.79,4.40,97.89,298.47,4.50,102.22,116.87
1766968531700,17.43,5.05,97.93,298.06,4.42,102.78,117.08
1766972131700,17.81,4.71,99.20,298.31,4.43,103.06,116.59
1766975731700,17.75,7.49,99.19,298.83,4.45,102.95,116.31
1766979331700,17.96,2.25,98.60,298.77,4.39,102.80,116.20
1766982931700,17.59,4.34,98.63,298.51,4.46,102.91,116.36
1766986531700,18.22,4.02,98.21,298.82,4.46,102.62,116.07
1766990131700,17.95,7.61,98.88,298.32,4.47,102.88,117.30
1766993731700,18.81,4.71,97.41,298.34,4.54,101.99,116.13
1766997331700,17.47,4.42,98.49,298.13,4.42,102.96,116.96
1767000931700,18.59,7.47,99.09,298.39,4.43,102.99,117.25
1767004531700,18.34,6.88,98.54,298.30,4.42,102.14,116.93
1767008131700,17.00,7.10,98.62,298.16,4.41,102.92,117.13
1767011731700,18.55,2.88,97.58,298.73,4.47,103.08,117.24
1767015331700,18.75,3.82,98.75,298.40,4.51,102.54,116.02
1767018931700,18.09,5.75,98.60,298.31,4.53,103.03,117.16
1767022531700,17.85,3.52,98.59,298.53,4.53,102.56,116.30
1767026131700,18.64,3.55,97.51,298.21,4.46,102.12,115.94
1767029731700,18.37,4.49,98.11,298.81,4.40,102.03,116.25
