ts,temp_c,precip_mm,consumer_confidence,cpi,unemployment_rate,usd_index,retail_sales_index
1766619331700,17.03,6.16,97.99,298.04,4.49,102.79,116.67
1766622931700,16.85,5.65,96.73,298.14,4.34,101.93,115.64
1766626531700,16.62,7.09,97.29,297.87,4.52,102.79,116.82
1766630131700,16.77,5.64,98.01,297.82,4.51,101.86,116.04
1766633731700,16.59,2.55,97.13,298.09,4.52,102.81,115.71
1766637331700,17.38,3.09,97.86,298.16,4.35,103.05,116.81
1766640931700,16.71,6.60,96.70,298.42,4.49,102.08,115.73
1766644531700,17.99,7.22,98.41,298.60,4.42,102.63,115.57
1766648131700,17.26,4.30,97.28,298.35,4.54,102.22,116.14
1766651731700,17.49,4.80,97.35,298.34,4.43,102.55,115.57
1766655331700,17.07,6.51,97.11,298.20,4.36,101.94,116.12
1766658931700,17.13,5.42,97.43,297.99,4.35,102.54,115.89
1766662531700,16.63,6.26,96.90,298.04,4.43,102.14,115.59
1766666131700,16.88,4.68,97.72,298.50,4.44,102.18,116.86
1766669731700,17.28,4.76,97.79,297.87,4.36,102.11,116.69
1766673331700,17.04,5.96,96.63,298.38,4.46,101.97,115.40
1766676931700,17.03,4.95,97.91,297.92,4.53,102.76,116.58
1766680531700,18.43,3.82,98.33,298.34,4.36,102.64,116.00
1766684131700,17.29,8.69,98.67,297.97,4.52,102.76,116.48
1766687731700,17.59,3.29,97.64,298.32,4.38,102.16,116.98
1766691331700,17.04,5.18,96.86,298.50,4.42,102.22,116.30
1766694931700,17.76,6.05,97.49,298.44,4.50,102.99,115.71
1766698531700,17.52,4.36,97.64,298.01,4.42,102.85,115.57
1766702131700,16.90,8.23,98.03,298.45,4.47,102.77,116.70
1766705731700,16.85,5.44,97.25,298.66,4.43,101.99,116.75
1766709331700,18.20,4.02,98.07,298.21,4.35,102.17,116.10
1766712931700,17.22,3.50,97.13,298.04,4.41,102.31,115.82
1766716531700,17.88,6.88,97.26,298.19,4.38,102.21,115.80
1766720131700,18.39,4.40,98.41,297.98,4.40,102.33,116.24
1766723731700,17.97,3.10,98.70,297.92,4.46,102.18,115.97
1766727331700,16.93,5.94,97.10,298.13,4.40,103.08,116.59
1766730931700,16.77,6.53,97.56,297.90,4.55,102.95,116.65
1766734531700,16.65,7.24,98.71,298.54,4.48,103.06,116.82
1766738131700,16.68,6.76,97.16,298.58,4.43,102.53,116.26
1766741731700,18.45,7.91,97.65,298.55,4.48,102.51,117.03
1766745331700,16.93,4.52,98.08,298.56,4.45,102.25,116.08
1766748931700,18.47,4.90,98.55,298.49,4.38,102.96,115.88
1766752531700,17.14,5.60,97.74,298.15,4.40,102.68,116.36
1766756131700,16.80,5.06,98.03,298.52,4.53,102.68,116.37
1766759731700,16.81,5.84,97.01,298.34,4.48,102.01,116.48
1766763331700,17.92,7.72,98.53,298.52,4.49,102.44,116.30
1766766931700,16.81,5.47,97.68,298.22,4.47,102.02,115.95
1766770531700,17.79,7.31,97.57,298.15,4.39,102.93,116.31
1766774131700,16.81,5.02,98.92,298.15,4.43,102.23,116.16
1766777731700,18.22,8.46,97.40,298.29,4.39,102.14,116.47
1766781331700,17.74,6.30,97.06,298.29,4.56,102.92,116.70
1766784931700,17.50,6.57,97.68,298.19,4.44,102.78,116.23
1766788531700,17.25,8.52,97.31,298.62,4.39,102.37,116.92
1766792131700,17.94,7.67,97.13,298.65,4.39,102.88,116.74
1766795731700,17.55,3.59,97.23,298.26,4.45,103.14,116.99
1766799331700,17.43,6.16,98.45,298.15,4.42,102.98,116.20
1766802931700,18.21,6.20,97.49,298.22,4.54,102.93,116.96
1766806531700,17.39,3.96,97.53,298.04,4.52,102.99,116.94
1766810131700,17.39,8.45,98.86,298.66,4.51,103.03,116.87
1766813731700,17.18,9.35,97.09,298.24,4.38,102.43,116.61
1766817331700,18.58,5.34,98.81,297.95,4.49,102.95,116.80
1766820931700,17.88,4.67,97.90,298.66,4.42,102.86,116.20
1766824531700,16.75,5.41,97.52,298.19,4.55,102.67,116.73
1766828131700,18.04,8.85,98.48,298.60,4.37,102.18,116.10
1766831731700,18.64,7.60,97.36,298.36,4.51,103.18,116.47
1766835331700,18.00,6.88,98.84,298.28,4.47,102.08,115.87
1766838931700,18.37,7.56,97.68,298.29,4.53,103.10,116.30
1766842531700,17.35,5.18,97.33,298.46,4.54,102.16,115.73
1766846131700,17.44,6.21,97.58,298.72,4.55,102.28,115.89
1766849731700,18.32,6.95,97.85,298.38,4.50,102.81,117.08
1766853331700,16.85,4.50,97.13,298.65,4.38,102.67,116.08
1766856931700,17.88,6.00,98.33,298.44,4.45,102.74,116.81
1766860531700,18.47,4.41,97.35,298.01,4.47,103.00,116.17
1766864131700,18.64,4.58,97.86,298.19,4.51,102.68,117.26
1766867731700,17.03,7.48,98.15,298.24,4.53,102.21,116.13
1766871331700,18.62,4.81,98.36,298.67,4.50,102.78,116.04
1766874931700,17.00,6.04,99.06,298.57,4.44,102.02,116.19
1766878531700,17.00,8.50,97.50,298.05,4.52,102.16,116.63
1766882131700,16.97,8.68,99.17,298.47,4.52,102.81,116.79
1766885731700,18.41,6.89,98.85,298.41,4.43,102.86,116.88
1766889331700,18.69,4.06,97.58,298.19,4.40,102.67,117.22
1766892931700,17.57,7.15,99.19,298.08,4.39,102.58,117.05
1766896531700,17.77,7.32,97.62,298.38,4.40,102.46,116.19
1766900131700,18.67,7.71,98.21,298.49,4.44,102.29,116.97
1766903731700,18.10,7.32,97.84,298.67,4.43,102.48,117.03
1766907331700,17.10,5.22,97.55,298.75,4.49,103.15,116.94
1766910931700,18.49,7.38,97.91,298.19,4.38,103.17,117.13
1766914531700,16.96,3.53,97.80,298.14,4.38,102.67,116.08
1766918131700,18.05,6.32,98.84,298.33,4.56,102.50,117.12
1766921731700,18.41,4.92,97.81,298.07,4.46,102.37,116.24
1766925331700,16.81,3.78,98.06,298.52,4.42,102.27,116.39
1766928931700,17.55,5.60,98.32,298.36,4.47,103.00,117.08
1766932531700,16.84,6.49,97.77,298.32,4.47,103.10,116.55
1766936131700,17.97,6.82,99.11,298.01,4.57,102.74,116.78
1766939731700,16.90,8.10,98.63,298.17,4.43,102.74,117.22
1766943331700,18.13,5.11,97.66,298.51,4.49,102.15,116.87
1766946931700,17.07,6.32,98.39,298.39,4.50,102.30,117.01
1766950531700,18.55,3.16,97.93,298.66,4.45,102.97,116.18
1766954131700,16.97,3.79,97.85,298.10,4.52,103.11,117.37
1766957731700,18.13,3.84,98.24,298.35,4.54,102.10,116.20
1766961331700,17.38,3.68,97.71,298.72,4.46,102.36,116.56
1766964931700,16.92,7.36,97.47,298.08,4.46,102.19,116.24
1766968531700,18.85,6.19,97.97,298.39,4.42,102.64,116.02
1766972131700,18.57,3.91,98.42,298.20,4.52,102.56,116.98
1766975731700,18.78,6.25,97.47,298.06,4.44,102.76,116.94
1766979331700,17.17,5.75,98.94,298.67,4.57,102.90,116.11
1766982931700,17.07,3.49,98.40,298.44,4.54,102.83,116.21
1766986531700,18.15,5.89,98.80,298.75,4.51,102.09,116.73
1766990131700,17.19,6.18,98.68,298.51,4.49,102.43,116.29
1766993731700,17.37,3.57,97.99,298.69,4.42,102.10,116.79
1766997331700,18.14,6.45,98.24,298.76,4.53,102.47,117.29
1767000931700,18.87,2.53,98.56,298.18,4.48,103.17,116.26
1767004531700,17.33,6.19,98.80,298.29,4.43,102.20,115.91
1767008131700,18.28,6.07,98.49,298.24,4.46,102.23,117.32
1767011731700,18.65,7.54,97.97,298.20,4.44,102.39,117.22
1767015331700,17.84,2.85,97.53,298.18,4.39,102.29,117.04
1767018931700,18.04,2.44,98.35,298.71,4.40,103.14,117.26
1767022531700,17.56,3.62,98.78,298.27,4.40,102.00,117.07
1767026131700,18.34,2.45,97.92,298.56,4.45,102.39,117.00
1767029731700,18.20,4.16,99.12,298.13,4.59,102.36,116.50
