ts,temp_c,precip_mm,consumer_confidence,cpi,unemployment_rate,usd_index,retail_sales_index
1765935331700,16.52,0.68,94.14,297.40,4.32,100.75,113.53
1765938931700,17.27,5.55,94.78,297.29,4.39,100.50,114.32
1765942531700,16.82,1.95,94.01,297.29,4.36,100.83,113.93
1765946131700,16.33,4.78,94.08,297.59,4.42,100.72,113.60
1765949731700,16.06,5.63,94.56,297.75,4.32,100.28,113.46
1765953331700,15.97,2.66,94.34,298.00,4.41,100.38,113.43
1765956931700,17.25,5.47,94.04,298.03,4.37,101.31,114.71
1765960531700,16.61,1.30,95.62,297.32,4.44,100.98,114.47
1765964131700,15.90,5.13,93.79,297.62,4.38,100.45,113.48
1765967731700,16.59,3.04,94.11,297.63,4.44,100.56,113.82
1765971331700,17.04,3.86,93.74,297.88,4.27,101.20,113.39
1765974931700,17.23,1.90,95.43,298.03,4.30,101.07,114.28
1765978531700,16.16,0.87,93.92,297.69,4.26,100.82,114.21
1765982131700,17.38,5.63,95.44,297.94,4.34,101.35,114.64
1765985731700,16.09,1.61,94.57,297.90,4.26,100.30,113.42
1765989331700,16.36,4.12,94.83,298.03,4.41,100.88,113.53
1765992931700,17.35,2.94,94.72,297.88,4.45,101.40,114.50
1765996531700,15.75,7.51,94.16,297.60,4.45,100.74,114.55
1766000131700,15.77,6.93,94.23,298.09,4.40,100.57,114.11
1766003731700,16.13,3.17,94.40,297.99,4.38,100.73,114.81
1766007331700,16.31,7.39,95.70,297.50,4.41,101.44,114.53
1766010931700,17.05,7.44,94.31,297.75,4.28,100.71,114.63
1766014531700,16.25,6.04,96.01,297.92,4.34,101.56,114.52
1766018131700,16.77,6.18,95.82,297.63,4.42,100.82,113.83
1766021731700,16.58,2.40,94.98,297.49,4.43,101.06,114.35
1766025331700,17.28,3.94,94.89,298.12,4.38,100.68,114.44
1766028931700,17.57,4.09,94.34,298.06,4.42,101.37,115.11
1766032531700,17.00,3.57,94.94,297.85,4.43,101.23,115.12
1766036131700,17.50,2.59,94.20,298.06,4.31,100.65,115.04
1766039731700,15.86,1.93,95.42,297.78,4.34,101.70,114.02
1766043331700,17.04,3.69,94.56,297.95,4.43,100.72,114.52
1766046931700,15.80,4.97,96.04,297.70,4.30,101.32,114.52
1766050531700,16.59,2.73,95.10,297.47,4.34,101.54,115.04
1766054131700,16.89,7.25,95.34,297.74,4.31,101.35,113.85
1766057731700,16.23,2.05,95.14,297.96,4.38,100.69,113.80
1766061331700,16.22,3.15,95.86,297.59,4.34,100.76,114.65
1766064931700,15.66,5.51,95.37,297.55,4.38,101.44,114.45
1766068531700,15.85,3.50,95.54,297.76,4.29,101.70,114.97
1766072131700,17.15,4.03,94.84,297.63,4.32,100.67,113.96
1766075731700,17.35,5.20,94.40,298.13,4.28,101.18,114.34
1766079331700,16.95,8.38,96.25,297.95,4.39,101.85,115.32
1766082931700,17.31,5.79,96.32,297.89,4.43,101.74,114.77
1766086531700,16.20,6.22,95.16,297.62,4.34,101.52,114.65
1766090131700,15.81,4.46,96.10,297.87,4.42,101.95,115.22
1766093731700,15.91,8.03,95.47,298.00,4.33,101.22,115.13
1766097331700,15.82,8.84,96.38,298.08,4.30,100.83,115.16
1766100931700,15.86,8.85,94.97,297.60,4.28,101.72,115.10
1766104531700,17.38,5.20,94.96,297.42,4.28,100.99,115.26
1766108131700,16.98,6.76,94.86,297.62,4.29,101.58,114.52
1766111731700,16.44,4.55,96.34,298.08,4.28,100.77,114.66
1766115331700,17.46,8.37,95.15,297.97,4.42,101.29,114.74
1766118931700,16.41,3.91,94.99,298.02,4.41,101.86,114.29
1766122531700,16.15,8.46,95.06,297.61,4.42,101.88,114.16
1766126131700,17.54,5.28,96.11,297.65,4.33,100.97,115.03
1766129731700,16.53,5.80,95.48,298.12,4.42,101.73,115.21
1766133331700,16.31,3.82,95.95,297.61,4.43,100.98,114.52
1766136931700,16.98,7.14,95.54,298.07,4.36,101.63,114.78
1766140531700,16.34,3.00,95.97,297.94,4.33,101.14,114.62
1766144131700,16.49,7.68,95.95,298.08,4.43,101.04,114.46
1766147731700,16.62,4.61,95.46,297.68,4.46,101.71,113.95
1766151331700,16.51,4.94,95.08,298.11,4.40,101.59,114.31
1766154931700,16.63,7.35,96.41,297.83,4.31,101.43,114.77
1766158531700,16.41,5.19,94.87,297.71,4.39,101.36,115.42
1766162131700,16.74,4.22,94.62,297.88,4.32,100.99,114.30
1766165731700,16.28,6.34,95.36,297.78,4.35,101.38,115.42
1766169331700,15.98,5.41,95.60,297.76,4.46,101.36,115.33
1766172931700,17.23,4.74,96.05,297.96,4.46,102.10,115.35
1766176531700,17.36,9.02,95.46,298.00,4.35,102.04,114.90
1766180131700,15.98,9.44,95.42,298.16,4.35,101.37,114.87
1766183731700,16.84,5.43,96.76,297.80,4.37,102.02,115.31
1766187331700,17.06,8.47,96.16,297.55,4.45,101.13,115.32
1766190931700,16.85,4.64,95.97,297.91,4.33,101.11,114.88
1766194531700,16.56,8.64,95.60,297.70,4.36,101.33,114.38
1766198131700,16.96,6.00,95.47,298.23,4.36,101.04,115.57
1766201731700,17.69,9.13,95.84,298.01,4.37,101.11,115.44
1766205331700,17.27,3.60,96.29,297.98,4.33,101.25,114.59
1766208931700,16.77,6.50,95.34,297.85,4.42,101.15,115.67
1766212531700,16.91,7.00,95.74,297.52,4.47,102.10,115.47
1766216131700,16.96,8.76,95.35,298.13,4.30,102.04,114.75
1766219731700,17.69,7.54,95.30,297.70,4.44,101.41,114.70
1766223331700,16.72,3.86,96.76,297.77,4.47,102.10,114.36
1766226931700,16.94,4.81,94.90,297.60,4.30,101.62,114.61
1766230531700,16.58,6.52,95.23,297.67,4.38,102.13,115.35
1766234131700,16.86,6.55,95.91,297.95,4.43,102.03,115.28
1766237731700,16.55,8.75,95.93,298.01,4.40,101.05,115.13
1766241331700,16.83,9.10,96.04,297.92,4.32,101.23,114.94
1766244931700,17.28,3.85,95.72,297.95,4.39,101.68,115.71
1766248531700,16.91,4.35,95.63,298.13,4.33,102.15,114.52
1766252131700,17.53,7.11,96.26,297.68,4.42,101.96,115.74
1766255731700,17.13,7.39,95.87,297.69,4.38,101.81,115.64
1766259331700,16.32,7.06,95.32,297.88,4.47,101.76,115.07
1766262931700,17.18,3.97,96.16,297.81,4.39,101.25,115.90
1766266531700,17.67,6.07,95.84,297.63,4.46,101.35,114.71
1766270131700,17.03,3.82,95.25,297.58,4.35,101.75,115.60
1766273731700,17.15,8.11,96.03,297.75,4.38,101.90,115.97
1766277331700,16.80,8.67,96.61,297.80,4.32,101.95,115.50
1766280931700,16.52,3.21,96.12,297.63,4.41,102.43,114.91
1766284531700,17.39,7.72,96.34,297.66,4.36,101.35,115.09
1766288131700,17.21,6.07,95.31,297.91,4.41,102.18,114.98
1766291731700,16.08,4.91,95.53,298.21,4.41,101.89,114.87
1766295331700,16.85,6.50,95.84,297.68,4.41,102.10,114.94
1766298931700,16.11,5.86,96.81,297.63,4.44,101.72,114.64
1766302531700,17.89,5.55,96.50,297.93,4.49,101.53,115.85
1766306131700,16.78,5.55,97.13,298.11,4.33,102.41,115.04
1766309731700,16.15,8.55,97.08,298.16,4.41,101.92,115.59
1766313331700,16.67,2.98,96.83,297.81,4.31,102.33,115.85
1766316931700,17.92,4.52,97.11,297.87,4.45,101.97,115.08
1766320531700,16.22,3.76,96.54,297.62,4.38,101.86,114.95
1766324131700,17.75,5.81,95.32,298.07,4.44,101.36,115.15
1766327731700,17.29,7.64,97.04,297.95,4.33,101.69,115.44
1766331331700,17.68,3.52,95.32,298.30,4.37,101.52,115.41
1766334931700,17.58,6.35,96.89,297.98,4.42,102.42,114.50
1766338531700,17.76,3.44,96.91,298.21,4.50,101.60,115.05
1766342131700,17.29,4.04,95.94,297.77,4.50,102.23,115.12
1766345731700,18.05,4.42,97.51,298.15,4.32,101.94,115.96
1766349331700,17.25,6.00,96.93,297.65,4.49,102.08,115.16
1766352931700,17.88,2.30,96.05,298.27,4.37,101.80,115.84
1766356531700,16.38,7.33,96.50,298.35,4.42,102.48,114.91
1766360131700,16.65,3.36,96.85,297.96,4.45,101.71,115.87
1766363731700,17.54,2.91,96.26,297.72,4.31,101.51,115.67
1766367331700,17.74,2.80,96.02,298.26,4.31,101.59,115.02
1766370931700,17.24,7.62,96.86,298.16,4.45,102.39,114.86
1766374531700,17.03,5.93,96.01,298.14,4.46,101.92,116.18
1766378131700,16.25,3.30,97.46,298.24,4.38,102.62,115.59
1766381731700,17.72,2.43,96.75,297.76,4.46,101.80,116.10
1766385331700,17.86,5.95,95.70,297.80,4.49,102.22,115.26
1766388931700,17.90,2.60,97.49,298.24,4.50,102.34,115.14
1766392531700,17.00,5.54,96.83,297.74,4.44,102.02,115.03
1766396131700,17.73,4.14,96.23,297.90,4.37,101.50,115.72
1766399731700,16.39,2.72,95.68,297.89,4.32,101.47,116.04
1766403331700,16.23,6.78,97.14,298.23,4.50,102.48,116.03
1766406931700,17.48,1.77,96.93,298.31,4.37,101.43,115.58
1766410531700,16.97,6.04,97.42,297.91,4.39,102.24,115.91
1766414131700,16.61,6.69,95.65,297.90,4.48,102.11,115.60
1766417731700,16.60,5.86,96.16,297.75,4.43,101.62,114.81
1766421331700,16.66,3.26,97.10,297.91,4.40,102.49,115.27
1766424931700,18.12,1.06,96.86,298.07,4.42,102.17,115.07
1766428531700,16.33,5.54,97.12,298.00,4.33,102.15,116.25
1766432131700,17.91,4.28,96.87,298.04,4.48,102.12,115.15
1766435731700,17.19,5.29,96.44,298.45,4.49,102.60,115.89
1766439331700,17.66,2.19,95.97,298.34,4.47,101.63,116.30
1766442931700,16.95,0.66,96.76,298.10,4.34,102.75,116.07
1766446531700,17.96,2.26,97.29,297.78,4.37,102.52,115.12
1766450131700,17.28,5.32,96.66,298.06,4.40,102.00,115.72
1766453731700,18.08,2.24,96.58,298.26,4.42,102.71,115.05
1766457331700,16.34,2.07,97.10,297.92,4.43,101.81,116.32
1766460931700,16.50,0.81,96.61,298.27,4.47,102.39,116.14
1766464531700,16.65,2.08,95.99,297.97,4.40,101.81,115.18
1766468131700,16.57,4.95,97.34,297.88,4.40,102.47,115.87
1766471731700,18.14,2.29,97.82,297.86,4.37,102.69,115.47
1766475331700,16.49,2.27,96.28,298.08,4.38,102.46,116.32
1766478931700,16.37,2.69,96.88,298.19,4.39,102.22,116.14
1766482531700,16.87,2.77,96.92,297.75,4.49,101.98,115.59
1766486131700,17.80,1.87,97.15,297.95,4.32,101.99,115.45
1766489731700,16.64,5.89,97.66,298.00,4.42,102.05,115.48
1766493331700,16.71,4.85,95.95,297.86,4.47,102.19,115.05
1766496931700,17.98,1.58,96.23,298.21,4.36,102.39,115.53
1766500531700,17.10,5.27,95.95,298.43,4.34,102.23,116.26
1766504131700,18.16,5.78,96.77,298.03,4.46,102.09,116.08
1766507731700,17.26,3.79,96.00,298.00,4.41,102.78,115.14
1766511331700,18.26,5.49,96.32,298.37,4.41,102.70,116.44
1766514931700,17.86,4.40,98.13,298.34,4.42,101.83,115.21
1766518531700,16.96,5.32,97.23,298.30,4.45,102.05,115.30
1766522131700,16.84,5.71,97.63,298.52,4.37,102.75,115.92
1766525731700,17.23,5.13,97.25,298.47,4.38,101.86,116.63
1766529331700,17.95,1.46,96.89,298.29,4.39,101.87,115.94
1766532931700,16.65,3.56,97.78,298.36,4.37,101.77,115.64
1766536531700,16.63,2.28,96.86,297.85,4.45,102.09,115.97
1766540131700,17.63,5.10,96.17,298.13,4.47,102.88,115.57
1766543731700,17.62,1.97,97.67,298.18,4.45,102.85,116.13
1766547331700,16.98,5.98,97.36,297.96,4.40,102.82,116.01
1766550931700,16.67,2.11,96.29,298.38,4.44,102.16,115.41
1766554531700,17.63,4.43,98.01,298.25,4.47,101.88,116.20
1766558131700,17.52,3.44,97.51,298.40,4.37,102.93,116.42
1766561731700,17.25,5.19,97.68,297.98,4.51,102.51,115.41
1766565331700,18.15,6.63,96.98,298.07,4.46,101.89,116.48
1766568931700,18.14,0.68,96.67,297.91,4.38,102.06,115.51
1766572531700,17.54,2.91,96.54,298.01,4.44,102.69,115.89
1766576131700,18.26,5.19,97.01,298.17,4.38,102.07,116.38
1766579731700,16.58,6.58,97.88,298.30,4.39,102.18,115.80
1766583331700,17.18,5.34,96.72,298.20,4.35,102.32,116.61
1766586931700,17.42,1.52,96.28,298.09,4.47,102.53,116.38
1766590531700,17.84,4.99,97.36,297.99,4.42,102.68,116.08
1766594131700,17.10,4.65,96.37,298.29,4.44,102.70,116.43
1766597731700,17.82,5.96,97.57,297.94,4.41,101.88,115.41
1766601331700,17.41,5.88,98.43,298.49,4.49,102.89,116.79
1766604931700,16.62,7.17,96.53,298.12,4.48,102.95,115.74
1766608531700,17.07,5.96,96.57,298.39,4.51,101.99,115.91
1766612131700,16.74,6.20,97.15,298.35,4.48,102.84,116.18
1766615731700,17.85,3.18,98.30,298.58,4.49,101.99,116.36
1766619331700,16.45,3.95,97.03,298.26,4.54,102.07,116.71
1766622931700,18.06,4.97,97.20,297.85,4.42,103.02,115.93
1766626531700,16.78,4.83,98.34,298.26,4.39,102.22,116.05
1766630131700,18.12,4.17,96.47,297.88,4.49,102.24,115.80
1766633731700,18.31,3.38,97.05,298.40,4.46,102.86,116.57
1766637331700,16.94,2.87,97.20,298.40,4.37,102.16,116.55
1766640931700,16.66,7.37,98.16,298.14,4.36,102.06,116.35
1766644531700,17.76,5.30,97.18,298.03,4.39,102.63,116.80
1766648131700,18.00,2.21,96.89,298.52,4.45,101.93,116.40
1766651731700,17.06,4.71,97.69,298.35,4.47,102.12,115.41
1766655331700,17.84,3.24,96.82,298.00,4.35,103.00,115.58
1766658931700,16.94,3.87,97.87,297.96,4.47,102.06,116.84
1766662531700,16.95,3.23,98.17,297.95,4.39,102.42,115.76
1766666131700,17.13,2.08,97.07,297.86,4.51,102.37,116.08
1766669731700,17.03,5.80,97.64,298.53,4.53,102.66,115.54
1766673331700,16.89,7.64,98.13,298.02,4.45,101.90,116.72
1766676931700,18.36,1.93,96.90,297.96,4.47,102.11,116.13
1766680531700,16.79,4.70,97.42,298.34,4.46,102.14,116.71
1766684131700,17.63,8.58,98.69,297.96,4.53,102.66,116.89
1766687731700,18.51,5.86,97.65,298.24,4.41,102.73,116.60
1766691331700,18.14,3.43,98.48,298.41,4.36,102.58,115.96
1766694931700,17.53,4.17,96.98,298.41,4.53,103.08,116.98
1766698531700,18.18,8.92,98.09,297.91,4.48,102.82,116.30
1766702131700,18.46,3.83,98.35,298.33,4.49,102.79,116.44
1766705731700,16.80,6.87,98.39,298.32,4.36,102.71,115.88
1766709331700,17.37,6.88,98.34,298.10,4.42,102.39,116.12
1766712931700,16.97,5.11,98.36,297.95,4.37,103.07,116.70
1766716531700,17.59,6.74,97.79,298.00,4.46,102.03,116.72
1766720131700,17.60,7.77,96.76,298.57,4.51,102.52,116.01
1766723731700,17.55,7.09,97.96,298.46,4.53,102.37,116.98
1766727331700,16.84,5.06,98.10,298.50,4.51,102.33,116.13
1766730931700,16.65,3.09,97.24,298.51,4.52,102.66,116.48
1766734531700,17.54,4.28,97.20,298.42,4.47,102.77,116.15
1766738131700,17.12,6.55,96.78,298.44,4.54,101.98,116.51
1766741731700,17.24,8.61,97.22,298.18,4.44,102.55,116.43
1766745331700,16.76,4.53,98.64,298.50,4.40,102.92,116.54
1766748931700,18.25,4.93,97.53,298.09,4.37,103.00,116.29
1766752531700,17.82,8.24,96.79,298.14,4.43,102.15,116.85
1766756131700,17.52,4.50,97.02,298.60,4.46,101.98,116.81
1766759731700,18.15,7.38,96.86,297.97,4.37,102.91,116.61
1766763331700,18.54,8.03,97.27,298.13,4.49,102.79,116.28
1766766931700,17.44,4.33,96.76,298.32,4.40,102.09,116.19
1766770531700,17.47,4.87,97.23,298.47,4.46,102.05,117.09
1766774131700,18.27,7.11,98.24,298.59,4.50,102.54,116.52
1766777731700,18.21,5.57,98.10,298.52,4.44,102.46,116.03
1766781331700,18.23,7.27,97.45,298.31,4.43,102.10,115.88
1766784931700,17.70,7.52,97.94,298.70,4.44,102.09,116.86
1766788531700,17.83,3.70,98.43,298.29,4.43,102.31,116.18
1766792131700,17.50,8.22,97.76,298.36,4.51,103.16,116.54
1766795731700,18.00,5.66,97.85,298.31,4.41,102.22,116.18
1766799331700,18.40,7.55,98.93,298.34,4.41,102.11,116.51
1766802931700,16.71,8.43,96.99,298.62,4.36,102.47,116.01
1766806531700,17.85,4.00,97.75,298.08,4.40,102.71,115.73
1766810131700,16.79,9.29,98.34,298.40,4.45,103.01,116.72
1766813731700,16.73,4.25,98.49,298.17,4.38,102.43,116.36
1766817331700,16.81,5.14,98.17,298.66,4.52,102.68,116.91
1766820931700,18.46,6.54,97.19,298.22,4.46,102.43,116.61
1766824531700,17.61,6.24,98.31,298.47,4.39,102.41,116.63
1766828131700,16.69,8.86,98.76,298.60,4.48,102.68,115.70
1766831731700,17.37,5.48,97.98,298.71,4.46,102.71,117.09
1766835331700,17.46,6.35,97.65,298.61,4.56,102.68,116.02
1766838931700,16.84,8.95,97.21,298.64,4.40,102.96,115.96
1766842531700,18.53,4.03,98.15,298.70,4.53,102.94,116.31
1766846131700,18.12,5.80,97.20,298.46,4.37,103.09,116.08
1766849731700,16.82,6.94,97.11,298.28,4.42,102.33,117.00
1766853331700,18.21,8.81,98.16,298.65,4.46,102.21,116.11
1766856931700,16.81,5.16,97.62,298.02,4.55,102.18,116.68
1766860531700,18.07,4.73,98.07,298.53,4.48,102.46,116.86
1766864131700,17.11,3.02,97.29,298.10,4.49,102.60,115.85
1766867731700,18.53,5.90,99.14,298.08,4.56,102.21,117.22
1766871331700,18.33,7.26,98.26,298.09,4.53,102.42,116.11
1766874931700,18.49,7.28,98.54,298.34,4.39,103.00,116.56
1766878531700,17.87,5.54,97.38,298.07,4.38,102.73,116.07
1766882131700,18.42,6.90,98.59,298.48,4.55,102.31,116.75
1766885731700,16.81,8.88,98.65,298.63,4.50,102.05,115.82
1766889331700,17.48,8.09,99.11,298.53,4.44,102.37,115.91
1766892931700,18.04,6.60,99.09,298.30,4.49,102.27,115.87
1766896531700,18.46,8.42,98.75,298.17,4.44,102.06,116.08
1766900131700,17.98,5.74,97.91,298.12,4.39,102.86,117.13
1766903731700,17.74,8.71,97.78,298.09,4.53,102.20,116.51
1766907331700,17.08,7.07,97.51,298.79,4.56,102.93,117.26
1766910931700,18.04,4.32,98.08,298.49,4.42,102.58,117.04
1766914531700,16.91,4.86,97.20,298.77,4.37,102.15,116.47
1766918131700,17.46,7.27,97.24,298.75,4.50,103.09,116.32
1766921731700,18.74,4.99,98.72,298.34,4.44,102.79,115.98
1766925331700,18.78,3.60,98.62,298.29,4.49,103.15,115.92
1766928931700,18.52,8.43,98.36,298.50,4.50,102.80,116.15
1766932531700,16.88,8.69,99.19,298.45,4.41,103.08,116.13
1766936131700,17.23,8.01,97.86,298.60,4.43,103.01,116.06
1766939731700,17.18,4.36,98.35,298.16,4.50,102.63,116.40
1766943331700,18.33,1.79,97.81,298.85,4.46,102.62,116.02
1766946931700,17.43,6.43,98.59,298.66,4.43,102.77,117.31
1766950531700,17.18,7.02,98.69,298.08,4.51,102.71,116.55
1766954131700,18.16,4.09,98.26,298.58,4.50,103.08,116.74
1766957731700,18.82,7.51,98.37,298.19,4.43,102.18,115.94
1766961331700,17.98,4.03,99.08,298.15,4.54,101.99,116.00
1766964931700,18.47,6.94,98.15,298.71,4.40,102.33,117.09
1766968531700,18.20,5.06,98.15,298.76,4.39,103.09,116.89
1766972131700,18.67,4.06,97.85,298.33,4.50,102.09,116.61
1766975731700,17.60,6.81,98.74,298.24,4.57,102.58,116.46
1766979331700,16.98,3.29,98.20,298.79,4.46,102.44,116.37
1766982931700,18.48,7.33,98.18,298.12,4.56,102.86,117.39
1766986531700,16.91,4.68,98.51,298.82,4.51,102.37,116.75
1766990131700,17.75,3.11,98.02,298.25,4.42,102.23,117.37
1766993731700,17.26,5.49,98.65,298.75,4.53,102.81,116.90
1766997331700,17.23,2.29,99.39,298.78,4.48,102.57,115.90
1767000931700,18.16,6.62,98.77,298.40,4.52,102.46,117.34
1767004531700,17.48,2.57,98.63,298.61,4.40,102.26,116.64
1767008131700,18.25,3.48,99.27,298.32,4.55,103.18,116.57
1767011731700,18.23,7.32,97.67,298.85,4.49,102.54,115.90
1767015331700,18.25,5.89,98.07,298.44,4.39,102.71,116.66
1767018931700,18.14,3.86,99.29,298.19,4.46,102.03,115.96
1767022531700,17.21,3.21,98.52,298.74,4.55,102.06,117.21
1767026131700,18.03,3.76,98.76,298.27,4.47,103.11,116.19
1767029731700,17.94,2.60,98.34,298.28,4.45,102.04,116.39
